smiles,bbbp,mutagenicity,hia
CCOc1cc(C=Nc2sc3c(c2C(=O)NCc2ccco2)CC[C@@H](C(C)(C)C)C3)ccc1OCc1cccc(Cl)c1,0.47,0.23,1.0
CCCOc1ccccc1C(=O)[C@@H]1[C@@H](C(=O)c2ccccc2)[C@@]2(C(=O)Nc3ccccc32)[C@H]2c3ccccc3C=CN12,0.41,0.11,1.0
COc1cccc(C(=O)[C@@H]2[C@H](C(=O)c3ccc(Cl)cc3)[C@@]3(C(=O)NC4CC4)C=C(C)c4cc(C)ccc4N23)c1,0.59,0.19,1.0
COc1cc(C=Nn2c(C)nc3ccc(Br)cc3c2=O)c(Br)cc1OCCCN1CCN(C)CC1,0.91,0.54,1.0
CN(C)CCN(Cc1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccc(Cl)cc1,0.89,0.04,1.0
CCN(CC)Cc1ccc(C(=O)Nc2cc(Cl)ccc2Oc2ccccc2)cc1,0.93,0.39,1.0
COc1ccc(-c2ccc(/C=N\c3sc4c(c3C(=O)NCc3ccco3)CC[C@H](C(C)(C)C)C4)o2)cc1,0.46,0.5,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4ccc(Cl)c([N+](=O)[O-])c4)o3)c(=O)n2[C@H]1c1ccccc1OC(C)CN1CCOCC1,0.54,0.33,1.0
COc1ccc(C(=O)[C@@H]2[C@H](C(=O)c3ccc(Cl)cc3)[C@@]3(C(N)=O)C=C(C)c4cc(C)ccc4N23)cc1,0.46,0.16,1.0
CN1CCN(C(=O)c2ccc(Br)cc2/C=C2/N=C(c3ccc(Cl)cc3Cl)OC2=O)CC1,0.79,0.21,0.99
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(C)n(-c4ccc(C)c(C)c4)c3C)c(=O)n2[C@@H]1CCN(C)C,0.74,0.12,0.99
Cc1ccc(S(=O)(=O)N(CCC(=O)N(C)Cc2ccc(Cl)c(Cl)c2)c2cc(Cl)ccc2C)cc1,0.77,0.03,1.0
COc1ccccc1N1C(=O)C(=Cc2cc(C)n(-c3ccccc3)c2C)C(=O)NC1=S,0.73,0.32,1.0
O=C(Nc1ccc2c(c1)OCO2)[C@H](c1ccc(Cl)cc1)N(Cc1ccc(F)cc1)CC1CC1,0.95,0.22,1.0
CCOc1ccc(N(CCc2ccc(F)cc2)CC(=O)N(Cc2ccccc2)[C@@H](CC)C(=O)NCC(C)C)cc1,0.39,0.14,1.0
COc1ccc(C=C2SC(N3CCN(c4cccc(Cl)c4)CC3)=NC2=O)cc1,0.93,0.15,1.0
COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(CN3CCNCC3)cc2)cc1C(C)C,0.72,0.33,1.0
C=CC(=O)Oc1ccc(N(C)C)cc1C,0.97,0.68,1.0
COCCn1c(SC(C(=O)NCc2ccccc2)C2CCN(CC(F)(F)F)CC2)nc2cc(C(=O)OC)ccc2c1=O,0.88,0.19,1.0
CN1CCC(N(C)c2ccc3sc(C(=O)Nc4ccc(Cl)c(Cl)c4)cc3c2)CC1,0.98,0.51,0.99
C=CCc1cc(C=C2SC(=Nc3ccccc3)N(Cc3ccc(F)cc3)C2=O)cc(OCC)c1O,0.5,0.18,1.0
COc1ccccc1N1C(=O)C2[C@H](C1=O)[C@H]1c3ccccc3C=CN1[C@H]2C(N)=O,0.93,0.3,1.0
CN(C)CCN(C(=O)c1ccc(Cl)cc1Cl)C1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,0.92,0.18,0.98
CCN(CC)c1ccc(/C=C2\SC(=S)N(C)C2=O)c(OCC(=O)Nc2ccc(F)cc2)c1,0.78,0.54,1.0
CCOc1cc(C=Nn2c(-c3cc4cc(Cl)ccc4o3)nc3ccccc3c2=O)c(Br)cc1OCCCN1CC(OC)C1,0.7,0.29,1.0
CCOC(=O)c1ccc(N2CCN(C(=O)/C=C/c3ccc(-c4ccc(Cl)cc4)o3)CC2)c([N+](=O)[O-])c1,0.47,0.32,1.0
CN(C)CCNC(=O)C[C@@H](Cc1ccccc1)N(C)C(=O)OCc1ccccc1,0.9,0.42,0.95
COc1ccc(-c2nc3ccc(N4CCN(C)CC4)cn3c2CCC(=O)NCc2ccccc2)cc1,0.46,0.44,0.99
C[N+]1(CCC(/C=C\c2ccc([N+](=O)[O-])cc2)=NCCc2nc3ccccc3s2)CCOCC1,0.65,0.82,0.57
CCCNC(=O)[C@H](CC)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(OCC)cc1)S(=O)(=O)c1cccc(Cl)c1,0.3,0.06,1.0
O=C(C1=C(O)C(=O)N(CCc2c[nH]c3ccccc23)[C@H]1c1ccc(Cl)c(Cl)c1)c1ccc(Br)cc1,0.44,0.02,1.0
COc1cccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccc(Cl)cc3C(F)(F)F)C2=O)c1,0.84,0.39,1.0
COc1ccc(C2[CH]C(C(=O)O)=C(O)C(=O)N2c2nnc(SCc3ccccc3Cl)s2)cc1,0.18,0.02,0.99
COc1cc([C@H](CSc2nnc(C)n2-c2ccccc2)C(N)=O)ccc1OCc1ccc(Cl)cc1,0.58,0.1,1.0
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(F)cc3)c(=O)n2[C@@H]1c1c(OC)ccc2ccccc12,0.58,0.15,1.0
CC1(C)CC(=O)C2=C(C1)Nc1ccccc1N[C@@H]2c1cc([N+](=O)[O-])ccc1OC1CCCN1,0.63,0.72,1.0
Cc1ccc2c(Cl)c(C(=O)Nc3nnc(-c4ccc(CN5CCN(C)CC5)cc4)o3)sc2c1,0.87,0.66,0.99
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(Br)cc3)c(=O)n2[C@@H]1c1ccccc1OC(C)C,0.52,0.06,1.0
CN1CC[C@]2(C)C3=C(CC[C@@]12C)[C@]1(C)CC[C@@H](OC(=O)c2ccccc2)C(C)(C)[C@@H]1CC3,0.89,0.07,1.0
CCOc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OC[C@H](O)N1CCOCC1,0.38,0.14,0.98
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2ccc(CN3CCNCC3)cc2)cc1C(C)C,0.67,0.24,1.0
COc1ccc(-c2nc3cc(C(=O)c4ccccc4)ccc3nc2N2CCN(C)CC2)cc1,0.66,0.35,1.0
Clc1ccc2c(N=Cc3ccc(OCCN4CCN(C5CC5)CC4)cc3)ccnc2c1,0.97,0.63,1.0
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1ccccc1OCC(C)(C)C,0.65,0.24,1.0
Cc1ccc(S(=O)(=O)Oc2ccc(C(=O)CN(C(=O)c3ccc(Cl)c(Cl)c3)N3CCOCC3)cc2)cc1,0.23,0.13,1.0
CC(C)(C)NC(=O)CSc1nc2ccc(N3CCOCC3)cc2c(=O)n1CCc1ccccc1,0.8,0.16,1.0
CCOc1ccc(N2CCN(CC(=O)N(Cc3ccc(Cl)cc3Cl)C(=O)[C@@H](C)N(C)C)CC2)cc1,0.94,0.11,1.0
COc1ccc(-c2noc(CSc3nnc(C4CC4)n3-c3ccc(C)cc3)n2)c(OC)c1,0.68,0.13,1.0
CCN(C(=O)[O-])C(=O)CN(c1ccc(C)cc1)S(=O)(=O)c1ccc(F)cc1,0.8,0.02,1.0
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(I)c(OCCCN(C)C)c(I)c1,0.78,0.43,0.99
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(I)c(OCCCN2CCOCC2)c(I)c1,0.74,0.51,1.0
CCCN1CCC(NC(=O)Nc2nn(-c3ccc(OC)cc3)cc2-c2ccccc2)CC1,0.87,0.27,0.99
CCCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)ccc1OC1CCCN(C)C1,0.9,0.31,1.0
CCOc1cc(Br)c(Br)c(C=Nc2cc(-c3nc4ncccc4o3)ccc2C)c1O,0.48,0.13,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OC)c(Br)c2)cc1C(C)C,0.38,0.11,1.0
COc1cccc(CN(C(=O)CN(C)c2ccc(C)cc2)S(=O)(=O)c2ccc(OC)c(OC)c2)c1,0.58,0.05,1.0
CCCCNC(=O)[C@H](C)N(CCc1ccccc1)C(=O)CN(c1ccccc1F)S(C)(=O)=O,0.82,0.1,1.0
O=C(OCc1ccc(Oc2ccccc2)c([N+](=O)[O-])c1)c1cc(Cl)cc(Cl)c1,0.57,0.09,1.0
CN1CCN(c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CCc3ccccc3)C2=O)CC1,0.95,0.35,1.0
CS(=O)(=O)N(Cc1ccc(F)cc1)c1ccc(C(=O)Nc2ccccc2)cc1,0.8,0.23,1.0
CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)NCCCCCCCCCCNC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)CC1,0.46,0.39,0.97
[N-]=[N+]=N[C@H]1C[C@H](N)O[C@H]1COC(c1ccccc1)(c1ccccc1)c1ccccc1,0.4,0.98,0.98
CCOc1cc(/C=C2/NC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc(Cl)c1OCc1ccccc1,0.49,0.15,1.0
CCOc1ccc(N2C(=O)[C@H]3[C@H](ON(c4cccc([N+](=O)[O-])c4)[C@@H]3C(F)(F)F)C2=O)cc1,0.83,0.95,1.0
COc1cccc(CN(Cc2cccc(OC)c2)C(=O)CN(c2cc(C)cc(C)c2)S(=O)(=O)c2ccc(C)cc2)c1,0.43,0.06,1.0
O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1Cl)c1ccc(F)c(F)c1,0.88,0.82,1.0
CCOc1cc([C@@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OC[C@@H](O)Nc1cc(Cl)ccc1Cl,0.35,0.04,1.0
COc1ccc(C(=O)NC(=Cc2cccc(F)c2)C(=O)Nc2ccccc2Cl)c(Cl)c1,0.55,0.35,1.0
CC(C)Nc1nc(Nc2ccc(CN3CCN(C)CC3)cc2)cc(-c2cccc(OC(F)(F)F)c2)n1,0.83,0.35,1.0
CCCN(CCC)CCCNC(=O)[C@H](C)Oc1ccc2c(c1)c1n3c(=O)c4c(OC)c(OC)ccc4c(c23)N=CC=1,0.71,0.82,0.96
CS(=O)(=O)N(Cc1ccc(C(=O)NCCN2CCOCC2)cc1)c1cccc(Cl)c1,0.91,0.34,1.0
CCOc1cc(N=Cc2c(CC)nc3ccc(Br)cc3[n+]2[O-])c(OC(=O)[O-])cc1Br,0.64,0.54,0.99
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Cl)c(OCCN2CCOCC2)c(Cl)c1,0.75,0.44,1.0
CCN(CC)C(=O)C1=C(C)N=c2s/c(=C/c3ccccc3OCc3ccc(Cl)c(Cl)c3)c(=O)n2[C@H]1c1ccc(F)cc1,0.53,0.13,1.0
CCCN(CCC)C(=O)c1ccc(COc2ccc(C(C)(C)C)cc2)cc1,0.62,0.1,1.0
CCOc1ccc([C@@H](C(=O)NCCC(C)C)N(Cc2ccccc2)C(=O)CN)cc1OC,0.52,0.14,1.0
COc1ccc2oc(=Nc3cccc(Cl)c3)c(C(=O)Nc3nc(-c4ccc5c(c4)CCCC5)cs3)cc2c1,0.36,0.6,1.0
COc1ccc(Cl)cc1N[C]1NC(=O)/C(=C/c2ccc(O)cc2)S1,0.52,0.64,1.0
COc1ccc(-n2nc(-c3ccccc3)c3c2N(CC(=O)NCCN2CCNCC2)C(=O)CS[C@H]3c2ccccc2Cl)cc1,0.47,0.3,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(Cl)c4)o3)c(=O)n2[C@@H]1c1ccc(SC)cc1,0.34,0.03,1.0
Cc1ccc(C(C)C)cc1-c1nn(-c2ccccc2)cc1/C=C1\SC(=S)N(CCCl)C1=O,0.88,0.47,1.0
O=c1[nH]c(=O)n(-c2cc3c4c(c2)[C@@H](c2ccccc2)CCN4CC[C@@H]3c2ccccc2)c(=O)n1-c1ccc(Cl)cc1,0.31,0.04,0.96
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccccc3)c(=O)n2[C@@H]1c1cccs1,0.52,0.1,1.0
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1ccc(N(C)C)cc1OCCCN(C)C,0.87,0.73,0.99
CCN(C)CC[C@H]1C(C(=O)N(CC)CC)=C(C)N=c2s/c(=C/c3ccccc3OCc3ccc(Cl)c(Cl)c3)c(=O)n21,0.65,0.31,1.0
NCCc1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,0.83,0.93,1.0
C[N+]1(CCC(/C=C\c2ccc([N+](=O)[O-])cc2)=Nc2ccccc2)CCOCC1,0.64,0.73,0.28
CCN(CC)CCn1c(=O)c(-c2ccc(Oc3ccccc3)cc2)[n+]([O-])c2ccccc21,0.83,0.52,0.95
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OC(C)=O)cc3OC(C)=O)c(=O)n2[C@H]1CCN(C)C,0.64,0.33,0.92
O=C(Nc1cc(C(F)(F)F)ccc1Cl)C(=O)[C@@H]1C(=O)N(c2ccc(Br)cc2)N=C1c1ccccc1,0.78,0.03,1.0
COc1ccc(-n2c(SCC(=O)Nc3ccc(Cl)cc3)nc3ccccc32)cc1,0.71,0.28,1.0
CCOc1ccc([C@H]2C(=C(C(N)=O)c3ccc(OC)cc3)C(=O)C(=O)N2CCCOC)cc1OC,0.42,0.07,0.98
CCCC[Sn](CCCC)(CCCc1nc2ccccc2s1)c1ccnc(SC)n1,0.57,0.08,1.0
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccccc3OCC)c(=O)n2[C@@H]1c1cccs1,0.46,0.1,1.0
CN1C(SCC(=O)Nc2cc([N+](=O)[O-])ccc2Cl)=NN=C(C2CCOCC2)N1C,0.67,0.9,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(Cl)cc3)c(=O)n2[C@H]1c1ccccc1OC(C)C,0.43,0.04,1.0
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)C(=O)N2CCCN(C)CC2)c2cc(Cl)ccc2C)cc1,0.86,0.05,1.0
CCCC1=C(C(=O)CCN2CCN(C)CC2)NC2=C(N1)C(=O)/C(=C\c1ccc(OC)c(Cl)c1)S2,0.47,0.43,0.99
COc1ccc(C(=O)NC(=Cc2cccc(Cl)c2)C(=O)Nc2ccccc2Cl)c(Cl)c1,0.56,0.32,1.0
CN(CC(=O)c1ccc(OC(=O)c2cccs2)cc1)C1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,0.59,0.09,0.99
CNC(=O)[C@@H](Cc1ccccc1)N(Cc1cc(Cl)cc(Cl)c1)C(=O)CN(c1cc(C)cc(C)c1)S(C)(=O)=O,0.66,0.06,1.0
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccc(Cl)cc3)c(=O)n2[C@@H]1c1cccs1,0.47,0.06,1.0
CN1CCn2c3c(c(-c4ccccc4)c2C(=O)Nc2ccc(Cl)c(Cl)c2)C1CCC3,0.97,0.6,1.0
CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(=S)N(CCc3ccccc3)C2=O)cc1,0.49,0.23,1.0
CCCN(CCC)CCn1c(SCC(=O)Nc2ccc(OC)cc2)nc2ccc(N3CCOCC3)cc2c1=O,0.7,0.47,0.98
CCCCCOC(=O)c1c(C)oc2c1cc(NC(=O)c1ccc(Cl)cc1)c1ccccc12,0.61,0.15,1.0
CCOC(=O)c1c(N[C@@H](NC(=O)c2ccco2)C(=O)c2ccc(Cl)cc2)sc(N2CCN(C)CC2)c1C,0.66,0.12,0.99
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@H]4CC[C@H](O)[C@@H](CO)O4)cc3o2)cc1O,0.17,0.74,0.98
CCOc1cccc([C@H]2C(=C(O)c3ccc4c(c3)C[C@H](C)O4)C(=O)C(=O)N2Cc2ccncc2)c1,0.16,0.06,1.0
O=[N+]([O-])c1cccc(S(=O)(=O)Nc2nc3ccccc3nc2Nc2ccc(CN3CCN(CCO)CC3)cc2)c1,0.53,0.13,0.99
CN1CCN(CC(=O)C2=C(C(F)(F)F)N=c3s/c(=C\c4cc(Cl)cc(I)c4OCc4cccc(Cl)c4)c(=O)n3[C@@H]2c2ccc(Cl)cc2)CC1,0.8,0.11,1.0
CCOc1ccc(C=C2C(=O)NC(=S)N(c3cccc(Cl)c3Cl)C2=O)cc1OC,0.72,0.3,1.0
CN1CCN(C(=O)c2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc2Cl)CC1,0.9,0.12,0.99
CC(C)CCNC(=O)CSc1nc2ccc(N3CCOCC3)cc2c(=O)n1CCc1ccccc1,0.84,0.22,1.0
CN(C)c1ccc(C(=O)c2ccc(NC(=O)CSc3cn[nH]n3)cc2)cc1,0.53,0.18,0.99
CCOc1cc(C=Nn2c(C)nc3ccccc3c2=O)cc(Cl)c1OCC(=O)O,0.57,0.07,1.0
CN(C(=O)[O-])C(=O)CN(c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1,0.77,0.01,1.0
CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)Nc1nc2ccccc2s1,0.67,0.13,0.99
Cc1ccc2nc(-c3cccc(Oc4ccccc4)c3)oc2c1,0.74,0.3,1.0
CCOc1cc(C=Nn2c([C@H](C)CC)nc3ccc(Br)cc3c2=O)c(Br)c(Br)c1OCC1CCNCC1,0.66,0.22,1.0
CC[C@@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(c1cc([N+](=O)[O-])ccc1OC)S(C)(=O)=O,0.27,0.31,1.0
CCn1c(CC(C)C)nnc1SCC(=O)Nc1nc(-c2ccc(Cl)cc2)cs1,0.79,0.2,1.0
CN(C)C(=O)N(Cc1ccccc1)C(=O)CN(c1ccc(F)cc1)S(=O)(=O)c1ccccc1,0.9,0.02,1.0
COc1cc(-c2nc3sc(-c4ccc(OCc5ccc(Cl)c(Cl)c5)c(OC)c4)nc3s2)ccc1OCNC1CCN(C)CC1,0.48,0.23,0.99
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OC(C)=O)cc3OC(C)=O)c(=O)n2[C@H]1c1ccc(Cl)cc1,0.41,0.09,1.0
CCOc1ccc(N(CC(=O)N(Cc2ccc(Cl)c(Cl)c2)[C@H](Cc2ccccc2)C(=O)NC2CCCC2)S(C)=O)cc1,0.55,0.19,1.0
CCN(CC)CCOc1c(C=Nn2c(-c3cc4cc(Br)ccc4o3)nc3ccccc3c2=O)cc(Br)cc1[N+](=O)[O-],0.84,0.81,1.0
CCc1ccc2nc(N3C(=O)C(=O)C(=C(O)c4ccc(F)cc4)[C@@H]3c3cccc(F)c3)sc2c1,0.4,0.09,1.0
CCCCCCCCCCCCCCCCOC(=O)c1ccc(-c2ccccc2)cc1,0.46,0.01,1.0
O=C(Nc1ccc2oc(-c3ccc(Cl)cc3)nc2c1)c1ccc(CN2CCNCC2)cc1,0.83,0.32,1.0
Cc1ccc(-n2c(SCc3noc(-c4ccccc4)n3)nnc2-c2ccccc2)cc1,0.68,0.09,1.0
COc1ccc(-c2ccc(C(=O)Nc3ccc4oc(CN5CCC(O)CC5)nc4c3)o2)c([N+](=O)[O-])c1,0.44,0.38,1.0
CSc1nc2c(sc(=S)n2-c2ccc(F)cc2F)c(=O)n1-c1ccccc1,0.92,0.26,1.0
CCOc1ccc(/C=C2\C(=O)N(c3nc4ccccc4s3)N=C2CSc2ccc(F)cc2)cc1,0.55,0.26,1.0
CCn1c(Cc2ccc(OC)c(OC)c2)nnc1SCC(=O)c1ccccc1,0.56,0.06,1.0
CN(Cc1ccccc1)C(=O)CCN(c1cccc(Cl)c1Cl)S(=O)(=O)c1ccccc1,0.82,0.06,1.0
COc1ccc(CCN(Cc2cccc(F)c2)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1OC,0.76,0.25,1.0
CN1CCN(c2ccc(C=Nn3c(-c4cc5cc(Cl)ccc5o4)nc4ccccc4c3=O)o2)CC1,0.74,0.29,1.0
CCN1CCC(c2noc(CSc3nnc(-c4ccccc4)n3-c3ccc(C)cc3)n2)CC1,0.86,0.1,1.0
COc1cc([C@H]2C(=C(C)c3ccccc3)C(=O)C(=O)N2c2nc3ccc(C)cc3s2)cc(OC)c1OC,0.51,0.08,1.0
CCOc1cc(C=C2C(=O)N(C)S2(=O)=O)cc(I)c1OCC(=O)Nc1ccc(C)cc1,0.57,0.12,1.0
CCOc1cc(C=C2C(=O)c3ccccc3C2=O)cc(Cl)c1OCC1CCCN(C)C1,0.95,0.27,1.0
CCN(CC(=O)N(Cc1ccccc1F)[C@@H](Cc1ccccc1)C(=O)NC(C)C)c1cc(Cl)ccc1Cl,0.71,0.1,1.0
CCOC(=O)c1cccc(/N=C/c2cc(-c3ccccc3)n(C3CCN(C)CC3)c2-c2ccccc2)c1,0.83,0.09,1.0
COc1cccc(CN(C(=O)CN(C)S(C)(=O)=O)[C@H](Cc2ccccc2)C(=O)NCC(C)C)c1,0.42,0.16,1.0
O=C1C(=O)N(CCc2ccccc2)[C@H](c2cccc(Oc3ccccc3)c2)C1=C(Br)c1ccc2c(c1)OCCO2,0.52,0.06,1.0
CCOc1cc(C=Nn2c([C@H](C)CC)nc3ccc(Br)cc3c2=O)c(Br)c(Br)c1OCCN1CCN(C)CC1,0.85,0.34,1.0
CNC(=O)[C@H](Cc1ccccc1)N(Cc1cc(F)cc(F)c1)C(=O)CN(c1cc(C)cc(C)c1)S(=O)(=O)c1ccc(C)cc1,0.54,0.07,1.0
CCOc1cc([C@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OC[C@H](O)N1CCN(C(=O)c2ccco2)CC1,0.19,0.07,0.97
CCOc1ccc(N2C(=O)c3cc(S(=O)(=O)Nc4ccc(C)cc4)ccc3N(Cc3ccccc3)C(F)(F)C2=O)cc1,0.52,0.09,1.0
COC(=O)c1c(C)oc2ccc(N(C(=O)C=Cc3ccccc3Cl)S(=O)(=O)c3cccc([N+](=O)[O-])c3)cc12,0.53,0.09,1.0
CC[C@@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(Cc1cccc(Cl)c1)C1CCN(C)CC1,0.78,0.16,1.0
Cc1cc([C@@H]2[C@H](c3ccccn3)NC(=S)N2CCCNc2c(F)cccc2F)c(C)n1-c1ccc(O)cc1,0.28,0.35,1.0
CCOc1cc(C=Nn2c(-c3cc4cc(Cl)ccc4o3)nc3ccccc3c2=O)c(Br)cc1OCCCN1CC2(C1)CS(=O)(=O)C2,0.7,0.23,1.0
CNC(=O)[C@H](Cc1ccccc1)N(Cc1cccc(OC)c1)C(=O)CN(c1ccc(C)cc1)c1ccc(F)c(F)c1,0.46,0.13,1.0
CCN(CC)CCCc1ccc([C@@H]2C(C(=O)OC)=CN=c3s/c(=C/c4cc(I)cc(I)c4OCc4ccccc4Cl)c(=O)n32)cc1,0.63,0.26,1.0
CCN(CC)c1ccc(/C=C2\SC(=S)N(C)C2=O)c(OCC(=O)NC2CCC(C)CC2)c1,0.89,0.45,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(COc4ccccc4)cc3)c(=O)n2[C@H]1c1ccc(OC)cc1,0.28,0.08,1.0
CCCN(Cc1nnc(-c2cccs2)o1)C(=O)c1ccc(CN2CCN(C(C)(C)C)CC2)cc1,0.9,0.27,0.99
CC(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCc2ccc(CN3CCNCC3)cc2)c(Br)c1,0.57,0.25,1.0
CN(Cc1ccccc1)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1,0.82,0.06,1.0
COc1ccccc1[C@H]1c2c(C)nn(-c3ccccc3)c2Oc2ncn3nc(-c4cccc(CN5CCN(C)CC5)c4)nc3c21,0.64,0.17,1.0
N#Cc1csc(=Nc2ccc(F)cc2)n1N=Cc1ccc2c(c1)OCCO2,0.7,0.45,1.0
CCN1C(=C([O-])c2ccc3c(c2)C[C@@H](C)O3)C(=O)C(=O)N1c1nnc(SCc2ccccc2F)s1,0.5,0.27,1.0
CCN1CCN(c2ccc([C@@H]3C(C(=O)OC)=CN=c4s/c(=C/c5cccc(OCc6ccc(F)cc6)c5)c(=O)n43)cc2)CC1,0.67,0.34,1.0
CCN(C)CC[C@@H]1C(C(=O)N(CC)CC)=C(C)N=c2s/c(=C/c3ccc(Sc4nc5ccccc5[nH]4)o3)c(=O)n21,0.49,0.29,0.99
COc1ccc(-c2ccc(C(=O)Nc3ccc(N4CCN(C)CC4)c(C)c3)o2)c([N+](=O)[O-])c1,0.55,0.75,0.99
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(C)Cc1ccc(C)cc1,0.54,0.1,1.0
CC[C@H](C(=O)NCC(C)C)N(Cc1ccccc1Cl)C(=O)CN(c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccc(OC)c(OC)c1,0.46,0.03,1.0
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(OC(C)=O)cc3OC(C)=O)c(=O)n2[C@H]1C,0.63,0.28,0.99
O=C(c1cccc(NC(=S)NCCCSCc2ccccc2Cl)c1)N1CCCC1,0.92,0.08,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)c(OCCCN3CCNCC3)c(Br)c2)cc1C(C)C,0.55,0.19,1.0
O=C(CSc1cn[nH]n1)Nc1ccc(C(=O)Br)cc1,0.82,0.35,1.0
CCOc1ccc(N(CC(=O)N(Cc2ccccc2)C2CC2)S(=O)(=O)c2ccc(C)cc2)cc1,0.7,0.11,1.0
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OC)c(OC)c3)c(=O)n2[C@@H]1c1ccc(OC)c(OCC)c1,0.45,0.04,1.0
COc1ccc(-c2cc(=O)c3c(O)cc(OCCN4CCN(C)CC4)cc3o2)cc1O,0.74,0.49,0.9
COC(=O)CSc1nc(-c2cccs2)cc(-c2ccc(Cl)cc2)c1C=NCC1CCN(C)CC1,0.9,0.16,1.0
CCOc1cc([C@H](C(=O)NC[C@H]2CCCO2)N(C(=O)CN2CCC(C)CC2)c2ccc(C(C)=O)cc2)ccc1O,0.68,0.12,0.98
CCN(CC)C(=O)C1=C(C)N=c2s/c(=C/c3ccccc3OCc3ccc(Cl)c(Cl)c3)c(=O)n2[C+](C)C1,0.5,0.11,1.0
Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(C(=O)NC[C@]4(N5CCOCC5)CCSC4)cc3)cc2)c(C)c1,0.39,0.14,1.0
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Br)cc(Cl)c2OC(C)=O)cc1C(C)C,0.4,0.06,1.0
NCCCN1CCN([C@H](Cc2ccccc2)C(=O)N(Cc2ccccc2Cl)C(=O)CCCN2c3cccc4cccc(c34)S2(=O)=O)CC1,0.88,0.22,1.0
Cc1c(CC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC(F)(F)F)c(=O)oc2c(C)c3occ(C(C)(C)C)c3cc12,0.55,0.22,1.0
Cc1cnc(NC(=O)CSc2nnc([C@@H](NC(=O)c3cccc(Cl)c3)C(C)C)n2C)s1,0.6,0.07,1.0
