smiles,bbbp,mutagenicity,hia,plogp,qed,drd2,sas
CN1CCN(C2=NN=C(SCC(=O)Nc3cc([N+](=O)[O-])ccc3Cl)N(C)N2C)CC1,0.45,0.77,0.93,-0.38,0.54,0.01,3.01
Cc1c(CC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCCc2ccccc2)c(=O)oc2c(C)c3occ(C(C)(C)C)c3cc12,0.29,0.12,1.0,2.63,0.16,0.03,3.39
CCOc1cc([C@@H]2NC(=O)NC(C)=C2C(=O)OC)ccc1OC[C@@H](O)NN=Cc1cc(Cl)cc(Cl)c1,0.3,0.05,1.0,0.16,0.16,0.01,3.68
CCOc1ccc(N2C(=O)[C@H]3[C@H](ON(c4cccc([N+](=O)[O-])c4)[C@@H]3c3ccc(F)c(F)c3)C2=O)cc1,0.64,0.87,1.0,0.96,0.29,0.0,3.47
COc1cc([C@H](C[N+](=O)[O-])Sc2nnc(C)n2-c2ccccc2)ccc1OC1CCN(C)CC1,0.8,0.15,0.99,1.23,0.25,0.01,3.17
CCC[C@@H]1CC[C@@H]2[C@H]3CC([N+](=O)[O-])=C4C[C@@H](OC(=O)c5ccccc5)CC[C@]4(C)[C@@H]3CCC2(C)C1,0.58,0.2,1.0,2.14,0.25,0.03,4.39
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CCCN(C)C,0.72,0.16,0.96,1.35,0.56,0.0,2.9
COc1cc(C(=O)N[C@H](C)c2nc3ccccc3n2Cc2cccc(F)c2F)cc(OC)c1OC,0.6,0.22,1.0,2.2,0.39,0.01,2.77
CCOC(=O)C1=C(Nc2ccc(C)cc2)S/C(=C\c2cn(CC3CCC3)c3ccc(Br)cc23)C1=O,0.86,0.11,1.0,3.72,0.19,0.0,2.77
CCOC(=O)C1=C(NC(=O)c2ccc(C)cc2)SC(=Cc2ccc(F)cc2)C1=O,0.51,0.19,1.0,2.15,0.46,0.0,2.29
CN1CCN(c2ccc(N=Nc3c(-c4ccccc4)nn(C(=S)S)c3-c3ccccc3)cc2)CC1,0.37,0.26,0.97,3.28,0.2,0.09,2.78
Cc1cccc(C)c1NCCCNc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O,0.44,0.67,0.84,-2.09,0.27,0.01,3.83
CCn1c(Cc2ccc(OC)c(OC)c2)nnc1SCC(=O)c1ccc(Cl)cc1,0.5,0.04,1.0,2.73,0.37,0.0,2.12
CCCCCCCCCCCCCCCCCCOC(=O)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,0.9,0.02,1.0,6.0,0.11,0.03,2.24
COc1cccc(/C=C2\SC(=S)N(CCCC(=O)Nc3cc(Cl)ccc3Cl)C2=O)c1,0.85,0.33,1.0,3.37,0.41,0.0,2.23
CCN(CC)c1ccc(/C=C2\SC(=S)N(C)C2=O)c(OCC(=O)Nc2cccc(Cl)c2)c1,0.82,0.46,1.0,2.63,0.41,0.0,2.5
CCOc1cc(C=C2C(=O)c3ccccc3C2=O)cc(Cl)c1OCCN1CC(OC)C1,0.89,0.57,1.0,1.81,0.46,0.11,2.53
COC(=O)[C@@H](C)Oc1c(C=Nn2c(C3=CCc4ccccc4C3)nc3ccccc3c2=O)cc(Cl)cc1[N+](=O)[O-],0.67,0.41,1.0,1.29,0.14,0.0,3.57
COc1cc(N2C(=S)N[C@@H](C3CC3)C[C@@H]2c2c(C)c(C)n(-c3ccccc3)c2C)ccc1NC(=O)C(C)(C)C,0.75,0.12,1.0,2.46,0.33,0.01,3.79
CCOc1ccc(N2C(=O)[C@H]3ON(c4cccc([N+](=O)[O-])c4)[C@H](C3=O)C2=O)cc1,0.77,0.81,1.0,-1.65,0.32,0.0,4.09
CCOc1ccc(-n2c(=S)sc3c(=O)n(-c4ccccc4)c(C4CCN(C)CC4)nc32)cc1,0.76,0.15,0.97,2.6,0.37,0.05,2.6
O=C1C(=O)N(CCc2ccccc2)[C@H](c2ccccc2)C1=C(O)c1ccc2c(c1)OCCO2,0.23,0.05,1.0,1.85,0.37,0.0,2.62
CCCN(CCC)CCCNC(=O)[C@H](C)Oc1ccc2c(c1)c1n3c(=O)c4c(OC)c(OC)ccc4c(c23)N=CC=1,0.71,0.82,0.96,-11.4,0.25,0.05,4.99
CCC1=C(C(=O)NC2CCN(C)CC2)[C@@H](c2ccccc2)n2c(s/c(=C/c3cc(I)cc(OC)c3OCc3ccccc3)c2=O)=N1,0.51,0.17,1.0,1.41,0.24,0.11,3.51
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(F)cc3OC)c(=O)n2[C@@H]1c1c(OC)ccc2ccccc12,0.58,0.15,1.0,1.29,0.35,0.01,3.08
Cc1ccc([N+](=O)[O-])cc1N(CC(=O)N(Cc1ccccc1)Cc1ccc(Br)cc1)S(C)(=O)=O,0.78,0.24,1.0,2.55,0.29,0.0,2.35
CC[C@@H](C)Oc1c(Cl)cc(C=Nn2c([C@H](C)CC)nc3ccc(Br)cc3c2=O)cc1Br,0.45,0.13,1.0,2.81,0.28,0.02,3.58
COc1c(O)cc([C@H]2Oc3c(c(O)cc(O)c3C3CCN(C)CC3)C[C@H]2O)cc1O,0.4,0.1,0.68,-0.74,0.52,0.43,3.75
Cc1cc([C@H]2[C@@H](C3CCN(C)CC3)NC(=S)N2c2ccc(OC3CCCC3)cc2)c(C)n1-c1ccccc1C(=O)O,0.58,0.08,0.89,1.96,0.32,0.05,3.77
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1ccc(N(C)C)cc1OCCN1CCN(C)CC1,0.89,0.7,1.0,1.33,0.38,0.57,2.8
CCCOc1ccccc1C(=O)[C@@H]1[C@@H](C(=O)c2cc3ccccc3o2)[C@@]2(C(=O)NC3CC3c3ccccc32)[C@H]2c3ccccc3C=CN12,0.41,0.15,1.0,-2.32,0.19,0.03,4.99
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(Br)o3)c(=O)n2[C@H]1c1cc(OC)c(OC)c(OC)c1,0.58,0.06,1.0,0.54,0.41,0.0,3.16
CN1CC[C@H]2C1C[C@@H]1[C@@H]2CC([N+](=O)[O-])=C2C[C@@H](OC(=O)c3ccccc3)CC[C@@]21C,0.8,0.27,1.0,-0.09,0.42,0.03,4.33
CCCOc1ccccc1C(=O)[C@@H]1[C@@H](C(=O)c2ccc(Cl)cc2)[C@@]2(C(=O)Nc3ccccc32)[C@H]2c3ccccc3C=CN12,0.36,0.08,1.0,1.87,0.23,0.02,4.34
COc1ccc(S(=O)(=O)N(Cc2ccccc2Cl)C(=O)N(C)Cc2ccccc2)cc1,0.56,0.03,1.0,2.77,0.51,0.0,2.24
CCc1ccccc1Nc1nc(N)nc(C[N+]2(Cc3nc(N)nc(Nc4ccccc4C(F)(F)F)n3)CCCC2)n1,0.52,0.3,0.53,1.32,0.21,0.03,3.34
CCc1ccccc1Nc1nc(N)nc(C[N+]2(Cc3cccc(C)c3)CCCC2)n1,0.82,0.11,0.76,1.71,0.57,0.01,2.89
CC[C@H](C)OC(=O)C1=C(C)NC2=C(C(=O)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,0.59,0.31,1.0,0.62,0.48,0.0,3.3
C=CCOc1cccc([C@H]2C(=C(O)c3ccc(Cl)cc3)C(=O)C(=O)N2Cc2ccco2)c1,0.18,0.03,1.0,2.32,0.23,0.0,2.8
O=C(CCCN1c2cccc3cccc(c23)S1(=O)=O)N(Cc1ccccc1Cl)C(=O)[C@@H](Cc1ccccc1)N1CCNCC1,0.84,0.13,1.0,1.31,0.27,0.08,3.5
CN(C)CC(=O)[C@@H](C(=O)/C=C/c1ccccc1)[C@H]1OC(=O)c2ccccc21,0.79,0.41,0.98,0.1,0.43,0.0,3.38
CCOc1ccc(NC(=O)CN2C(=O)SC(=Cc3ccccc3)C2=O)cc1,0.85,0.25,1.0,2.41,0.77,0.0,1.94
CN(C)CCSc1ccc(Cl)c(SCC(=O)c2ccc([N+](=O)[O-])cc2)c1,0.9,0.62,1.0,2.68,0.25,0.0,2.36
CCOc1ccc(-n2c(Cc3ccccc3)nnc2SCN2CCN(C)CC2)cc1,0.8,0.13,0.98,1.84,0.52,0.05,2.29
CC[C@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CCCN1c2cccc3cccc(c23)S1(=O)=O,0.57,0.18,1.0,1.98,0.23,0.03,3.42
CCOC(=O)c1ccc(N2C(=O)[C@H]3[C@@H](CC(C)C)N(CCc4ccccc4)[C@H]3C2=O)cc1,0.94,0.28,1.0,0.63,0.47,0.0,3.39
CCOc1ccc(/C=C2\C(=O)N(c3nc4ccccc4o3)N=C2CSc2ccc(Cl)cc2)cc1,0.6,0.16,1.0,3.38,0.22,0.0,2.7
CN(C)Cc1csc(=Nc2ccc(F)cc2)n1N=Cc1ccc2c(c1)OCCO2,0.84,0.41,1.0,1.28,0.6,0.02,2.81
CCCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Br)c(OC2CCN(C)CC2)c(OCC)c1,0.83,0.24,1.0,2.87,0.27,0.48,2.88
COc1ccc(C(=O)NC(=Cc2ccccc2F)C(=O)Nc2ccccc2Cl)c(Cl)c1,0.55,0.42,1.0,3.39,0.48,0.0,2.16
COc1cc(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Br)c1OCCCN(C)C,0.67,0.36,1.0,2.88,0.16,0.01,2.73
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Cl)c(OCc4ccc([N+](=O)[O-])cc4)c(OC)c3)c(=O)n2[C@@H]1c1cccs1,0.3,0.37,1.0,2.35,0.1,0.02,3.38
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)CN(C)S(C)(=O)=O,0.5,0.21,1.0,0.17,0.56,0.0,3.04
CCOc1ccc(N(CC(=O)N(Cc2ccc(Cl)cc2)C(=O)N(CC)CC)S(=O)(=O)c2ccc(SC)cc2)cc1,0.5,0.01,1.0,3.14,0.23,0.01,2.72
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)Cc1ccccc1,0.63,0.15,1.0,2.51,0.45,0.01,2.46
FC(F)(F)c1cccc([Si](c2cccc(C(F)(F)F)c2)(c2cccc(C(F)(F)F)c2)C2(c3ccccc3)CCC2)c1,0.84,0.01,1.0,3.94,0.13,0.03,3.06
CCOc1ccc(C(C)=O)cc1COC(=O)c1cc(S(=O)(=O)CCN(C)C)ccc1Cl,0.61,0.03,0.99,1.82,0.39,0.0,2.36
COc1ccc(-c2ccc(C(=O)Nc3ccc4oc(CN5CCNCC5)nc4c3)o2)c([N+](=O)[O-])c1,0.6,0.62,1.0,1.53,0.3,0.01,2.62
CCOc1ccc(N(CC(=O)N(Cc2ccccc2Cl)[C@@H](Cc2ccccc2)C(=O)Nc2ccc(CN3CCN(C)CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)cc1,0.43,0.14,1.0,3.34,0.11,0.03,3.41
COC(=O)c1cccc(-n2c(C)cc([C@H]3[C@H](Cc4cccnc4)NC(=S)N3c3ccc(Oc4ccccc4)cc3)c2C)c1,0.35,0.08,1.0,2.79,0.15,0.02,3.58
Cc1cccc(C(=O)Nc2nnc(SCC(=O)Nc3ncc(C)s3)n2C)c1,0.76,0.12,1.0,1.2,0.61,0.0,2.43
CCOC(=O)C1=C(C)N=c2sc(=Cc3cccc(Cl)c3)c(=O)n2[C@H]1c1cccc([N+](=O)[O-])c1,0.73,0.15,1.0,0.91,0.31,0.0,2.96
C=CCc1cc(C=Nc2ccc(C(F)(F)F)cn2)cc(OC)c1OC,0.95,0.34,1.0,2.07,0.56,0.02,2.72
CCOC(=O)C1=C(Nc2cccc([N+](=O)[O-])c2)SC(=Cc2ccc(Br)cc2)C1=O,0.56,0.35,1.0,2.54,0.21,0.0,2.5
CN(c1ccc2sc(C(=O)Nc3ccc(Cl)c(Cl)c3)cc2c1)S(=O)(=O)c1ccccc1,0.7,0.12,1.0,3.8,0.36,0.0,2.25
CCCCCOC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc12,0.46,0.01,1.0,3.94,0.22,0.0,2.37
CN1CCN(CCOc2ccc(-c3ccc(C=Nn4c(-c5cc6cc(Cl)ccc6o5)nc5ccccc5c4=O)o3)cc2)CC1,0.56,0.25,1.0,3.02,0.19,0.05,2.87
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cn(CCN3CCN(C)CC3)c3ccccc23)cc1C(C)C,0.76,0.33,1.0,2.75,0.2,0.13,2.95
CS(=O)(=O)N(Cc1ccc(C(=O)NC2CCN(C3CC3)CC2)cc1)c1cccc(Cl)c1,0.97,0.2,1.0,1.96,0.68,0.44,2.26
COc1ccc(NC(=O)COc2ccc(C=C3SC(=S)N(NC(=O)c4ccc(C)cc4Cl)C3=O)cc2OC)cc1,0.24,0.31,0.99,2.75,0.26,0.0,2.51
CCOc1ccc(C=C2S/C(=N/c3ccccc3)N(Cc3ccc(F)cc3)C2=O)cc1OCC(=O)Nc1ccc(C)cc1,0.45,0.09,1.0,4.23,0.19,0.02,2.51
CCCCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CONC1CC1,0.91,0.93,1.0,-2.04,0.46,0.0,4.33
CC[C@@H](C(=O)NCc1ccc(Cl)cc1)N(Cc1cccc(C)c1)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1,0.49,0.06,1.0,3.16,0.19,0.02,2.98
COc1ccccc1C(=Cc1ccc(NC(=O)c2ccccc2)cc1)NC(=O)c1ccccc1,0.37,0.27,0.99,3.71,0.35,0.01,2.09
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(OC)cc3)c(=O)n2[C@@H]1c1ccc(OC)c(OCC)c1,0.38,0.06,1.0,0.88,0.43,0.0,2.9
CCOC(=O)C1=C(Nc2ccc(C)cc2)S/C(=C\c2cn(CCN(C)C)c3ccc(Br)cc23)C1=O,0.82,0.24,1.0,2.86,0.22,0.01,2.76
COc1cc(-c2nc3sc(-c4ccc(OCc5ccc(Cl)c(Cl)c5)c(OC)c4)nc3s2)ccc1OCNC1CCN(C)CC1,0.48,0.23,0.99,4.11,0.14,0.04,3.0
CCOc1cc(C=Nn2c(C3CCCCC3)nc3ccc(Br)cc3c2=O)cc(Br)c1OCCN1CCN(C)CC1,0.92,0.42,1.0,2.73,0.26,0.47,2.91
O=c1[nH]c(=O)n(-c2cc3c4c(c2)[C@@H](c2ccccc2)CCN4CC[C@@H]3c2ccccc2)c(=O)n1-c1ccc(Cl)cc1,0.31,0.04,0.96,-19.5,0.33,0.02,3.56
Cc1ccc(NS(=O)(=O)c2cc(C(=O)Nc3ccccc3C(=O)NCC3CCCO3)ccc2Cl)cc1C,0.51,0.1,1.0,2.29,0.37,0.0,2.72
CCc1ccc(N=C2C(=Cc3ccc(F)cc3)C(=O)N2c2ccc(CC)cc2)cc1,0.61,0.16,1.0,3.44,0.38,0.02,2.45
CCOc1cc([C@H]2C(C(=O)Nc3ccc(Cl)cc3)=C(C)Nc3ncnn32)ccc1OCC(=O)N1CCN(C)CC1,0.3,0.13,0.99,0.58,0.43,0.03,3.26
CN(C)C(=O)CN(C(=O)c1ccc(Cl)c(Cl)c1)N1C(=O)[C@@H]2[C@H]3C=C[C@@H]([C@@H]4C[C@@H]34)[C@H]2C1=O,0.89,0.26,0.98,-2.07,0.51,0.02,4.94
CCCOc1ccccc1C(=O)[C@@H]1[C@@H](C(N)=O)[C@@]2(C(=O)Nc3ccccc32)[C@H]2c3ccccc3C=CN12,0.54,0.2,1.0,-0.26,0.5,0.01,4.34
COc1ccc(Cl)cc1C1=N/C(=C\c2cc(Br)cc(Br)c2OC(=O)C=CC(F)(F)F)C(=O)O1,0.69,0.17,1.0,2.81,0.23,0.07,3.05
CCOC(=O)C1=C(C)N=c2sc(=Cc3ccc(F)cc3)c(=O)n2[C@@H]1c1c(OC)ccc2ccccc12,0.58,0.15,1.0,1.43,0.39,0.0,2.96
CCN(Cc1ccc(-c2ccccc2)cc1)C(=O)N(Cc1ccccc1)Cc1nc2cc(Cl)ccc2o1,0.81,0.05,1.0,4.69,0.21,0.02,2.38
CCCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCC(=O)NC2CCN(C)CC2)c(OCc2ccccc2)c1,0.56,0.24,1.0,2.97,0.18,0.19,2.9
COc1ccc(CCN(Cc2cccs2)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1OC,0.71,0.23,1.0,2.25,0.37,0.01,2.58
CC[C@@H](C(=O)NC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(F)cc1,0.53,0.04,1.0,2.52,0.31,0.03,2.96
COc1ccc(C[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)CN(C(=O)CN3CCCNC3)C[C@H](C(C)C)NC(=O)[C@@H](C)NC2=O)cc1,0.06,0.32,0.46,-35.04,0.27,0.02,4.74
CN1CCC(CSc2nc(-c3cccs3)cc(-c3ccc(Cl)cc3)c2C#N)C1,0.94,0.41,1.0,2.74,0.47,0.01,3.0
COc1cc([C@@H]2SCC(=O)N2c2ccc(Cl)cc2)cc(I)c1OCc1ccc(F)c(F)c1,0.76,0.11,1.0,3.16,0.31,0.04,2.96
CCOc1ccc(-n2c(C)cc(C=C3C(=O)N(Cc4ccccc4)C(=S)N(c4ccccc4)C3=O)c2C)cc1,0.57,0.13,1.0,3.46,0.16,0.01,2.51
CCN1CCC(Cn2c(=S)sc3c(=O)n(C)c(SCC(=O)NCc4ccccc4)nc32)CC1,0.88,0.21,1.0,1.49,0.29,0.0,2.66
CC[C@H](C(=O)NC(C)(C)C)N(Cc1ccccc1C)C(=O)CN(Cc1ccc(Cl)c(Cl)c1)c1cc(OC)ccc1OC,0.32,0.05,1.0,3.18,0.24,0.02,3.22
COc1ccc([C@@H]2C(C(=O)Nc3ccccc3)=C(C)N=c3sc(=Cc4ccc(F)cc4)c(=O)n32)c(OC)c1,0.55,0.2,1.0,1.45,0.41,0.01,2.9
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Cl)c(OCCCN(C)C)c(Cl)c1,0.79,0.43,1.0,2.78,0.26,0.43,2.72
COC(=O)C(=N)[C@H](C(=O)OC)C(=O)C(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0.58,0.81,1.0,-1.47,0.17,0.0,3.4
CCOc1ccc(N2C(=O)N=C(O)/C(=C\c3ccc(-c4ccccc4Cl)o3)C2=O)cc1,0.42,0.04,1.0,2.89,0.53,0.0,2.56
CCOc1cccc(-c2ccc(/C=C3/C(=N)N4C(SCC(C)C)=NSC4=NC3=O)o2)c1,0.47,0.22,1.0,2.14,0.47,0.0,3.07
CN(C)CC(=O)Nc1ccc(N2C(=S)N[C@@H](c3ccccn3)[C@@H]2c2ccc(-c3cccc(C(=O)O)c3)o2)cc1,0.09,0.17,0.58,1.14,0.27,0.01,3.55
CN(C)CCn1c(SCc2ccc(Cl)c(Cl)c2)nc2c([nH]c3ccccc32)c1=O,0.95,0.38,1.0,2.75,0.33,0.12,2.4
CCN(CC)C(=O)[C@H](C)Oc1ccc2c(c1)c1n3c(=O)c4c(OC)c(OC)ccc4c(c23)N=CC=1,0.61,0.68,1.0,-11.86,0.41,0.01,4.92
CCn1c(CNC(=O)COc2cc(C)ccc2C(C)C)nnc1SCC(=O)Nc1ccc(N2CCN(C)CC2)cc1,0.26,0.13,0.95,1.76,0.31,0.03,2.57
COc1cc(OC)c2c(c1)O[C@H](c1ccc(O)cc1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(OC)c(O)c1)[C@H](O)C2,0.05,0.14,0.9,-0.57,0.16,0.03,4.51
CCN1CCC2=C(CC1)N(SCC(=O)Nc1ccc(C)c(C)c1)C(=O)N(c1cc(C)ccc1F)C(=S)S2,0.85,0.17,0.99,-0.66,0.32,0.03,3.25
CCOc1ccc(N2C(=O)[C@H]3[C@H](ON(c4ccc(F)cc4)[C@@H]3c3ccc(O)c(OC)c3)C2=O)cc1,0.58,0.81,1.0,0.89,0.54,0.0,3.35
CCOc1ccc(-c2ccc(/C=C3/C(=N)N4C(CCN(C)C)=NSC4=NC3=O)o2)c([N+](=O)[O-])c1,0.59,0.73,0.98,0.85,0.26,0.01,3.28
CCCCNC(=O)[C@@H](CC)N(Cc1cccc(C)c1)C(=O)CN(c1ccc(C)cc1)S(=O)(=O)c1ccc(F)c(F)c1,0.64,0.05,1.0,2.27,0.27,0.02,3.07
Cc1c(NC(=S)NC(=O)CCN(C)C)cccc1-c1nc2cc(Cl)ccc2o1,0.93,0.29,0.99,2.18,0.61,0.0,2.4
COc1ccc(-n2c(SCC(=O)Nc3cc(Cl)ccc3Cl)nc3ccccc32)cc1,0.73,0.24,1.0,3.95,0.36,0.0,2.0
CCOc1ccc(-c2nn(-c3ccccc3)cc2C=C2Nc3[nH]ccc3C2=O)cc1,0.38,0.36,1.0,2.34,0.47,0.0,2.67
COc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccc(Cl)cc2)C(=O)C2CCNCC2)c2ccc(Cl)cc2)cc1OC,0.75,0.02,1.0,2.18,0.35,0.02,2.72
Cc1ccc(N(CC(=O)N(C)Cc2ccc(Cl)cc2)C(=O)NC(C)(C)C)cc1,0.86,0.03,1.0,2.65,0.79,0.0,2.24
C=CCn1cc(/C=c2\sc3n(c2=O)[C@H](CCCN(C)C)C(C(=O)OCC)=C(CCC)N=3)c2ccccc21,0.84,0.32,1.0,0.6,0.28,0.04,3.59
CCOc1c(Br)cc(C=C2C(=O)NC(=S)N(c3ccc(CC)cc3)C2=O)cc1OC,0.71,0.38,1.0,2.19,0.37,0.0,2.41
CNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(C)cc1)C(=O)CN(Cc1ccc(F)cc1)c1ccc(Br)cc1,0.63,0.11,1.0,3.0,0.22,0.03,2.92
CCCN1C(=O)C(O)=C(C(=O)c2ccc(OC)cc2)[C@H]1c1ccc(OC)c(OC)c1,0.2,0.06,1.0,1.61,0.67,0.0,2.58
CC[C@@H](C(=O)NC(C)C)N(Cc1ccccc1Cl)C(=O)CN(c1ccc(Cl)cc1)S(C)(=O)=O,0.76,0.06,1.0,1.43,0.52,0.0,2.95
N=C(N)c1cc(Br)c(O)c(/C=N/c2ccc3oc(-c4ccc(F)cc4Cl)nc3c2)c1,0.35,0.45,1.0,2.77,0.25,0.01,2.83
CCOc1cc(Br)c(Br)c(C=N)c1O,0.67,0.17,1.0,0.8,0.84,0.01,3.03
COc1ccc(CCN(Cc2ncc[nH]2)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1OC,0.42,0.24,1.0,1.15,0.38,0.01,2.71
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)COc1ccc(F)cc1,0.71,0.27,1.0,2.37,0.39,0.01,2.56
CCOc1ccc(N(CC(=O)N(Cc2ccc(C)cc2)[C@H](CC)C(=O)NC)S(=O)(=O)c2ccc(C)cc2)cc1,0.21,0.07,1.0,1.7,0.36,0.01,2.94
C=CCc1cc(C=C2S/C(=N\c3ccccc3)N(Cc3ccc(F)cc3)C2=O)cc(OCC)c1O,0.5,0.2,1.0,3.47,0.29,0.01,2.63
COc1ccc(S(=O)(=O)N(Cc2ccccc2)C2CCN(C)CC2)cc1,0.92,0.07,1.0,1.81,0.78,0.0,1.99
CC(=O)N(Cc1ccccc1)C(=O)COc1ccc(S(=O)(=O)N2CCOCC2)cc1,0.8,0.1,1.0,0.61,0.66,0.0,2.22
Fc1ccccc1-n1cccc1[C@@H]1[C@@H](c2ccccn2)NC(=S)N1c1ccc(OC2CCCC2)cc1,0.55,0.16,1.0,2.39,0.31,0.02,3.55
CC(C)c1ccc(N2C(=S)CN(c3ccc([C@H]4c5ccccc5C(=O)N[C@H]4C4CC4)o3)C2C2CCN(C)CC2)cc1,0.86,0.09,0.99,1.31,0.35,0.02,4.38
CCCc1nn2c(=O)c(C(c3ccc(F)cc3)c3c(O)nc4sc(CCC)nn4c3=O)c(O)nc2s1,0.22,0.09,0.96,0.32,0.33,0.01,3.39
O=C(NCc1cccc(F)c1)NCc1cccc(CNC(=O)[C@@H](Sc2ccccc2)c2ccccc2)c1,0.45,0.17,1.0,3.1,0.23,0.02,2.65
CCOc1ccc(N(CC(=O)NCC2CCCO2)S(=O)(=O)c2ccc(C)cc2)cc1,0.52,0.16,1.0,1.03,0.66,0.0,2.58
Cc1ccc(-c2cc(C(=O)OCCN3CCN(C(C)C)CC3)c3ccccc3n2)c(C)c1,0.96,0.32,1.0,2.7,0.53,0.2,2.25
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(F)o3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.77,0.03,1.0,0.54,0.58,0.0,3.17
COc1ccc([C@@H]2C(C(=O)NC3CCN(C)CC3)=C(C)N=c3s/c(=C\c4ccc(-c5ccc(Br)cc5)o4)c(=O)n32)c(OC)c1,0.45,0.2,1.0,1.23,0.31,0.1,3.35
COC(=O)Cc1nn(-c2ccccc2)c(O)c1C(c1ccc(C(F)(F)F)cc1)C(C)N,0.83,0.05,1.0,0.68,0.58,0.0,3.41
CC[C@H](C)NC(=O)[C@@H](Cc1ccccc1)N(Cc1ccc(F)cc1)C(=O)CN(Cc1ccc(F)cc1)C1CCNC1,0.71,0.31,1.0,1.15,0.32,0.07,3.53
Cc1ccc(-c2ccc(/C=N/c3oc(-c4ccccc4)c(-c4ccccc4)c3C#N)o2)cc1,0.24,0.16,1.0,4.58,0.27,0.01,2.49
CCOC(=O)C1=C(Nc2cccc([N+](=O)[O-])c2)SC(=Cc2ccc(F)cc2)C1=O,0.56,0.45,1.0,2.16,0.25,0.0,2.45
CCCCOc1ccc(-c2nn(-c3ccccc3)cc2C=C2CCN(C)CC2)cc1,0.91,0.15,1.0,3.37,0.47,0.53,2.34
CN(C)c1ccc2sc(C(=O)Nc3ccc(Cl)c(Cl)c3)cc2c1,0.94,0.68,1.0,3.46,0.66,0.0,2.1
Cc1ccc(-c2cc(-c3ccccc3)c(C#N)c(S[C@@H](C)C(=O)NC3CC3C)n2)cc1,0.59,0.23,1.0,2.15,0.52,0.0,3.23
CCn1c(Cc2cccc(F)c2)nnc1SCC(=O)c1ccc([N+](=O)[O-])cc1,0.89,0.55,1.0,2.19,0.25,0.0,2.22
Cc1ccc([N+](=O)[O-])cc1N(CC(=O)N(Cc1ccccc1)Cc1cc(F)cc(F)c1)S(C)(=O)=O,0.82,0.27,1.0,2.05,0.32,0.0,2.48
CCOc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cc(Cl)ccc2C)cc1C(C)C,0.41,0.07,1.0,3.66,0.29,0.0,2.63
CCCc1nc2ccc(NC(=O)NCCCN3CCN(C)CC3)cc2c(=O)n1Cc1ccc(-c2cccc(Cl)c2)cc1,0.8,0.42,0.99,2.92,0.24,0.43,2.51
CN(C)c1ccc(/N=N/c2ccccc2C(=O)OCc2cccc(Br)c2)cc1,0.55,0.29,1.0,3.73,0.34,0.01,2.31
COCCN1C(=O)c2ccc(-n3c(C)cc([C@H]4[C@@H](c5ccccn5)NC(=S)N4c4ccc(Cl)cc4)c3C)cc2C1=O,0.77,0.18,1.0,1.52,0.22,0.01,3.73
NCCCN(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1cc(Cl)cc(Cl)c1)S(=O)(=O)c1ccccc1,0.83,0.07,1.0,3.25,0.33,0.07,2.47
